uid,score,timePlaying,totalPoints,highscore,numberOfPlays,date,gameMode
"1425928939174",1,21,18,7,7,"Mon Mar 09 2015 19:29:27 GMT+0000 (UTC)","normal"
"1425928939174",9,23,27,9,8,"Mon Mar 09 2015 19:29:31 GMT+0000 (UTC)","normal"
"1425928939174",9,24,27,9,8,"Mon Mar 09 2015 19:29:32 GMT+0000 (UTC)","normal"
"1425928939174",5,25,32,9,9,"Mon Mar 09 2015 19:29:41 GMT+0000 (UTC)","normal"
"1425928939174",0,27,32,9,9,"Mon Mar 09 2015 19:29:44 GMT+0000 (UTC)","normal"
"1425928939174",0,27,32,9,9,"Mon Mar 09 2015 19:29:44 GMT+0000 (UTC)","normal"
"1425928939174",4,28,36,9,10,"Mon Mar 09 2015 19:33:31 GMT+0000 (UTC)","normal"
"1425928939174",0,30,36,9,10,"Mon Mar 09 2015 19:33:33 GMT+0000 (UTC)","normal"
"1425928939174",1,275,47,9,13,"Mon Mar 09 2015 19:43:21 GMT+0000 (UTC)","normal"
"1425928939174",4,279,51,9,14,"Mon Mar 09 2015 19:43:21 GMT+0000 (UTC)","normal"
"1425928939174",3,281,54,9,15,"Mon Mar 09 2015 19:43:28 GMT+0000 (UTC)","normal"
"1425928939174",0,281,54,9,16,"Mon Mar 09 2015 19:43:36 GMT+0000 (UTC)","normal"
"1425928939174",1,282,55,9,17,"Mon Mar 09 2015 19:43:40 GMT+0000 (UTC)","normal"
"1425928939174",0,282,55,9,18,"Mon Mar 09 2015 19:43:43 GMT+0000 (UTC)","normal"
"1425928939174",3,285,58,9,19,"Mon Mar 09 2015 19:43:49 GMT+0000 (UTC)","normal"
"1425928939174",2,286,60,9,20,"Mon Mar 09 2015 19:43:52 GMT+0000 (UTC)","normal"
"1425928939174",7,289,67,9,21,"Mon Mar 09 2015 19:43:58 GMT+0000 (UTC)","normal"
"1425928939174",1,290,68,9,22,"Mon Mar 09 2015 19:44:03 GMT+0000 (UTC)","normal"
"1425928939174",0,290,68,9,23,"Mon Mar 09 2015 19:44:04 GMT+0000 (UTC)","normal"
"1425928939174",1,291,69,9,24,"Mon Mar 09 2015 19:44:07 GMT+0000 (UTC)","normal"
"1425928939174",0,291,69,9,25,"Mon Mar 09 2015 19:44:09 GMT+0000 (UTC)","normal"
"1425928939174",4,295,73,9,26,"Mon Mar 09 2015 19:44:14 GMT+0000 (UTC)","normal"
"1425928939174",1,296,74,9,27,"Mon Mar 09 2015 19:44:26 GMT+0000 (UTC)","normal"
"1425928939174",6,300,80,9,28,"Mon Mar 09 2015 19:49:17 GMT+0000 (UTC)","normal"
"1425928939174",1,301,81,9,29,"Mon Mar 09 2015 19:49:19 GMT+0000 (UTC)","normal"
"1425928939174",0,301,81,9,30,"Mon Mar 09 2015 19:49:22 GMT+0000 (UTC)","normal"
"1425928939174",0,301,81,9,31,"Mon Mar 09 2015 19:49:23 GMT+0000 (UTC)","normal"
"1425928939174",0,301,81,9,32,"Mon Mar 09 2015 19:49:25 GMT+0000 (UTC)","normal"
"1425928939174",2,302,83,9,33,"Mon Mar 09 2015 19:49:27 GMT+0000 (UTC)","normal"
"1425928939174",0,302,83,9,34,"Mon Mar 09 2015 19:49:32 GMT+0000 (UTC)","normal"
"1425928939174",5,305,88,9,35,"Mon Mar 09 2015 19:49:41 GMT+0000 (UTC)","normal"
"1425937156185",1,1,1,1,1,"Mon Mar 09 2015 21:39:36 GMT+0000 (UTC)","normal"
"1425937156185",4,4,5,4,2,"Mon Mar 09 2015 21:39:41 GMT+0000 (UTC)","normal"
"1425400633051",0,91,4,1,5,"Tue Mar 10 2015 12:25:26 GMT+0000 (UTC)","normal"
"1425400633051",0,94,4,1,6,"Tue Mar 10 2015 12:25:30 GMT+0000 (UTC)","normal"
"1425400633051",0,97,4,1,7,"Tue Mar 10 2015 12:28:59 GMT+0000 (UTC)","normal"
"1425400633051",11,113,15,11,8,"Tue Mar 10 2015 12:33:43 GMT+0000 (UTC)","normal"
"1425400633051",0,116,15,11,9,"Tue Mar 10 2015 12:34:55 GMT+0000 (UTC)","normal"
"1425400633051",5,123,20,11,10,"Tue Mar 10 2015 12:36:22 GMT+0000 (UTC)","normal"
"1425400633051",12,139,32,12,11,"Tue Mar 10 2015 12:37:09 GMT+0000 (UTC)","normal"
"1425338488133",39,251,139,82,4,"Tue Mar 10 2015 16:07:18 GMT+0000 (UTC)","normal"
"1423622559471",29,4394,298,172,99,"Tue Mar 10 2015 17:00:16 GMT+0000 (UTC)","blacktheme"
"1425922615605",76,60,77,76,2,"Tue Mar 10 2015 23:41:59 GMT+0000 (UTC)","normal"
"1425922615605",9,75,86,76,3,"Tue Mar 10 2015 23:42:23 GMT+0000 (UTC)","normal"
"1425922615605",43,144,129,76,4,"Tue Mar 10 2015 23:43:35 GMT+0000 (UTC)","normal"
"1425937156185",7,128,38,46,9,"Wed Mar 11 2015 13:52:17 GMT+0000 (UTC)","normal"
"1425922615605",29,183,175,76,6,"Wed Mar 11 2015 16:11:03 GMT+0000 (UTC)","normal"
"1425922615605",6,187,181,76,7,"Wed Mar 11 2015 16:11:05 GMT+0000 (UTC)","normal"
"1425922615605",105,271,286,105,8,"Wed Mar 11 2015 16:12:32 GMT+0000 (UTC)","normal"
"1425922615605",109,274,190,109,8,"Wed Mar 11 2015 16:12:36 GMT+0000 (UTC)","normal"
"1425922615605",73,332,263,109,9,"Wed Mar 11 2015 16:13:37 GMT+0000 (UTC)","normal"
"1425922615605",111,421,374,111,10,"Wed Mar 11 2015 16:15:08 GMT+0000 (UTC)","normal"
"1426146253069",0,3,0,0,1,"Thu Mar 12 2015 07:44:44 GMT+0000 (UTC)","normal"
"1426146253069",8,13,8,8,2,"Thu Mar 12 2015 07:44:57 GMT+0000 (UTC)","normal"
"1426146253069",58,81,66,58,3,"Thu Mar 12 2015 07:46:07 GMT+0000 (UTC)","normal"
"1426146253069",20,106,86,58,4,"Thu Mar 12 2015 07:47:24 GMT+0000 (UTC)","normal"
"1426146253069",88,203,174,88,5,"Thu Mar 12 2015 07:49:13 GMT+0000 (UTC)","normal"
"1426146253069",97,212,83,97,5,"Thu Mar 12 2015 07:49:24 GMT+0000 (UTC)","normal"
"1426146253069",80,296,163,97,6,"Thu Mar 12 2015 07:51:08 GMT+0000 (UTC)","normal"
"1426146253069",81,297,64,97,6,"Thu Mar 12 2015 07:51:14 GMT+0000 (UTC)","normal"
"1426146253069",16,312,80,97,7,"Thu Mar 12 2015 07:51:31 GMT+0000 (UTC)","normal"
"1426146253069",33,349,113,97,8,"Thu Mar 12 2015 07:52:11 GMT+0000 (UTC)","normal"
"1426146253069",34,349,14,97,8,"Thu Mar 12 2015 07:52:13 GMT+0000 (UTC)","normal"
"1426146253069",1,351,15,97,9,"Thu Mar 12 2015 07:52:16 GMT+0000 (UTC)","normal"
"1426146253069",9,360,24,97,10,"Thu Mar 12 2015 07:52:26 GMT+0000 (UTC)","normal"
"1426146253069",94,462,118,97,11,"Thu Mar 12 2015 07:54:10 GMT+0000 (UTC)","normal"
"1426146253069",116,485,40,116,11,"Thu Mar 12 2015 07:54:37 GMT+0000 (UTC)","normal"
"1423265542728",5,2849,4646,318,115,"Thu Mar 12 2015 12:22:20 GMT+0000 (UTC)","normal"
"1423265542728",46,2908,4692,318,116,"Thu Mar 12 2015 12:23:18 GMT+0000 (UTC)","normal"
"1423265542728",115,2983,4661,318,116,"Thu Mar 12 2015 12:24:39 GMT+0000 (UTC)","normal"
"1423265542728",116,2983,4462,318,116,"Thu Mar 12 2015 12:24:39 GMT+0000 (UTC)","normal"
"1423265542728",116,2983,4462,318,116,"Thu Mar 12 2015 12:24:39 GMT+0000 (UTC)","normal"
"1423265542728",117,2985,4163,318,116,"Thu Mar 12 2015 12:24:41 GMT+0000 (UTC)","normal"
"1426146253069",28,518,68,116,12,"Thu Mar 12 2015 15:45:32 GMT+0000 (UTC)","normal"
"1426146253069",28,545,96,116,13,"Thu Mar 12 2015 15:50:09 GMT+0000 (UTC)","normal"
"1426146253069",24,568,120,116,14,"Thu Mar 12 2015 15:50:32 GMT+0000 (UTC)","normal"
"1426146253069",79,627,75,116,14,"Thu Mar 12 2015 15:51:35 GMT+0000 (UTC)","normal"
"1424132020443",159,708,414,159,10,"Sat Mar 14 2015 18:28:22 GMT+0000 (UTC)","normal"
"1424132020443",18,727,432,159,11,"Tue Mar 17 2015 19:08:34 GMT+0000 (UTC)","normal"
"1424132020443",70,779,384,159,11,"Tue Mar 17 2015 19:09:27 GMT+0000 (UTC)","normal"
"1427140089155",5,9,5,5,1,"Mon Mar 23 2015 19:48:22 GMT+0000 (UTC)","normal"
"1427140089155",3,12,8,5,2,"Mon Mar 23 2015 19:48:26 GMT+0000 (UTC)","normal"
"1427140089155",1,13,9,5,3,"Mon Mar 23 2015 19:48:29 GMT+0000 (UTC)","normal"
"1427140089155",73,95,82,73,4,"Mon Mar 23 2015 19:49:54 GMT+0000 (UTC)","normal"
"1427140089155",5,101,87,73,5,"Mon Mar 23 2015 19:50:06 GMT+0000 (UTC)","normal"
"1427140089155",3,104,90,73,6,"Mon Mar 23 2015 19:50:32 GMT+0000 (UTC)","normal"
"1427140089155",2,105,92,73,7,"Mon Mar 23 2015 19:50:35 GMT+0000 (UTC)","normal"
"1427140089155",15,120,107,73,8,"Mon Mar 23 2015 19:51:37 GMT+0000 (UTC)","normal"
"1427140089155",18,137,125,73,9,"Mon Mar 23 2015 19:51:57 GMT+0000 (UTC)","normal"
"1427140089155",15,152,140,73,10,"Mon Mar 23 2015 19:52:14 GMT+0000 (UTC)","normal"
"1427140089155",24,176,164,73,11,"Mon Mar 23 2015 19:52:40 GMT+0000 (UTC)","normal"
"1427140089155",74,256,238,74,12,"Mon Mar 23 2015 19:54:03 GMT+0000 (UTC)","normal"
"1427140089155",17,273,255,74,13,"Mon Mar 23 2015 19:54:22 GMT+0000 (UTC)","normal"
"1427140089155",56,374,311,74,14,"Mon Mar 23 2015 19:56:05 GMT+0000 (UTC)","normal"
"1427140089155",104,423,259,104,14,"Mon Mar 23 2015 19:56:57 GMT+0000 (UTC)","normal"
"1427140089155",112,430,67,112,14,"Mon Mar 23 2015 19:57:08 GMT+0000 (UTC)","normal"
"1427140089155",1,434,68,112,15,"Mon Mar 23 2015 19:57:13 GMT+0000 (UTC)","normal"
"1427140089155",17,451,85,112,16,"Mon Mar 23 2015 19:57:53 GMT+0000 (UTC)","normal"
"1426175918671",74,85,74,74,1,"Tue Mar 24 2015 04:42:10 GMT+0000 (UTC)","normal"
"1426175918671",0,86,74,74,2,"Tue Mar 24 2015 04:42:52 GMT+0000 (UTC)","normal"
"1426175918671",0,88,74,74,3,"Tue Mar 24 2015 04:42:58 GMT+0000 (UTC)","normal"
"1425315421807",35,481,397,94,13,"Wed Mar 25 2015 01:19:41 GMT+0000 (UTC)","normal"
"1425350924496",0,1672,1345,99,99,"Thu Mar 26 2015 03:40:16 GMT+0000 (UTC)","normal"
"1425350924496",0,1672,1345,99,100,"Thu Mar 26 2015 03:40:16 GMT+0000 (UTC)","normal"
"1425350924496",0,1672,1345,99,101,"Thu Mar 26 2015 03:40:17 GMT+0000 (UTC)","normal"
"1425350924496",31,1709,1376,99,102,"Thu Mar 26 2015 03:40:49 GMT+0000 (UTC)","normal"
"1425350924496",15,1721,1391,99,103,"Thu Mar 26 2015 03:41:03 GMT+0000 (UTC)","normal"
"1425350924496",0,1724,1391,99,104,"Thu Mar 26 2015 03:41:08 GMT+0000 (UTC)","normal"
"1425350924496",3,1726,1394,99,105,"Thu Mar 26 2015 03:41:12 GMT+0000 (UTC)","normal"
"1425350924496",4,1730,1398,99,106,"Thu Mar 26 2015 03:41:39 GMT+0000 (UTC)","normal"
"1425350924496",24,1756,1422,99,107,"Thu Mar 26 2015 03:42:11 GMT+0000 (UTC)","normal"
"1425937156185",18,147,56,46,10,"Thu Mar 26 2015 20:09:44 GMT+0000 (UTC)","normal"
"1425937156185",13,160,69,46,11,"Thu Mar 26 2015 20:09:58 GMT+0000 (UTC)","normal"
"1425937156185",8,172,77,46,12,"Thu Mar 26 2015 20:10:14 GMT+0000 (UTC)","normal"
"1427464444350",15,17,15,15,1,"Fri Mar 27 2015 13:54:59 GMT+0000 (UTC)","normal"
"1427464444350",111,117,126,111,2,"Fri Mar 27 2015 13:56:42 GMT+0000 (UTC)","normal"
"1427464444350",114,120,29,114,2,"Fri Mar 27 2015 13:56:48 GMT+0000 (UTC)","normal"
"1427465449338",2,2,2,2,1,"Fri Mar 27 2015 14:11:01 GMT+0000 (UTC)","normal"
"1426358085823",0,3,0,0,1,"Fri Mar 27 2015 17:51:05 GMT+0000 (UTC)","normal"
"1426358085823",0,13,0,0,2,"Fri Mar 27 2015 17:51:16 GMT+0000 (UTC)","normal"
"1426358085823",0,16,0,0,3,"Fri Mar 27 2015 17:51:27 GMT+0000 (UTC)","normal"
"1426358085823",0,18,0,0,4,"Fri Mar 27 2015 17:51:28 GMT+0000 (UTC)","normal"
"1426358085823",0,18,0,0,5,"Fri Mar 27 2015 17:51:31 GMT+0000 (UTC)","normal"
"1426358085823",0,18,0,0,6,"Fri Mar 27 2015 17:51:34 GMT+0000 (UTC)","normal"
"1426358085823",0,20,0,0,7,"Fri Mar 27 2015 17:51:43 GMT+0000 (UTC)","normal"
"1426358085823",1,23,1,1,8,"Fri Mar 27 2015 17:52:21 GMT+0000 (UTC)","normal"
"1426358085823",0,23,1,1,9,"Fri Mar 27 2015 17:52:21 GMT+0000 (UTC)","normal"
"1426358085823",5,31,6,5,10,"Fri Mar 27 2015 17:52:34 GMT+0000 (UTC)","normal"
"1426358085823",1,34,7,5,11,"Fri Mar 27 2015 17:52:36 GMT+0000 (UTC)","normal"
"1426358085823",16,59,23,16,12,"Fri Mar 27 2015 17:53:10 GMT+0000 (UTC)","normal"
"1426358085823",1,62,24,16,13,"Fri Mar 27 2015 17:53:11 GMT+0000 (UTC)","normal"
"1426358085823",11,76,35,16,14,"Fri Mar 27 2015 17:53:28 GMT+0000 (UTC)","normal"
"1426358085823",4,84,39,16,15,"Fri Mar 27 2015 17:53:38 GMT+0000 (UTC)","normal"
"1426146253069",17,646,92,116,15,"Fri Mar 27 2015 22:17:20 GMT+0000 (UTC)","normal"
"1427804809971",0,8,0,0,1,"Tue Mar 31 2015 12:27:09 GMT+0000 (UTC)","normal"
"1427804809971",0,9,0,0,2,"Tue Mar 31 2015 12:27:12 GMT+0000 (UTC)","normal"
"1427804809971",30,47,30,30,3,"Tue Mar 31 2015 12:28:23 GMT+0000 (UTC)","normal"
"1427804809971",45,99,75,45,4,"Tue Mar 31 2015 12:29:18 GMT+0000 (UTC)","normal"
"1427465449338",0,3,2,2,2,"Tue Mar 31 2015 15:12:27 GMT+0000 (UTC)","normal"
"1427465449338",4,8,6,4,3,"Tue Mar 31 2015 15:12:33 GMT+0000 (UTC)","normal"
"1427465449338",1,9,7,4,4,"Tue Mar 31 2015 15:12:36 GMT+0000 (UTC)","normal"
"1427465449338",0,9,7,4,5,"Tue Mar 31 2015 15:12:37 GMT+0000 (UTC)","normal"
"1427465449338",11,21,18,11,6,"Tue Mar 31 2015 15:12:52 GMT+0000 (UTC)","normal"
"1427465449338",38,70,56,38,7,"Tue Mar 31 2015 15:13:43 GMT+0000 (UTC)","normal"
"1426972390601",0,3,0,0,1,"Tue Mar 31 2015 23:24:36 GMT+0000 (UTC)","normal"
"1426983144228",155,152,167,155,2,"Thu Apr 02 2015 14:21:53 GMT+0000 (UTC)","normal"
"1427140089155",2,454,87,112,17,"Fri Apr 03 2015 01:05:07 GMT+0000 (UTC)","normal"
"1427140089155",15,469,102,112,18,"Fri Apr 03 2015 01:05:40 GMT+0000 (UTC)","normal"
"1427140089155",6,474,108,112,19,"Fri Apr 03 2015 01:05:46 GMT+0000 (UTC)","normal"
"1427140089155",21,492,129,112,20,"Fri Apr 03 2015 01:06:06 GMT+0000 (UTC)","normal"
"1427140089155",0,492,129,112,21,"Fri Apr 03 2015 01:06:07 GMT+0000 (UTC)","normal"
"1427140089155",1,493,130,112,22,"Fri Apr 03 2015 01:06:09 GMT+0000 (UTC)","normal"
"1427140089155",61,555,191,112,23,"Fri Apr 03 2015 01:07:14 GMT+0000 (UTC)","normal"
"1427140089155",12,565,203,112,24,"Fri Apr 03 2015 01:07:25 GMT+0000 (UTC)","normal"
"1427140089155",4,568,207,112,25,"Fri Apr 03 2015 01:07:31 GMT+0000 (UTC)","normal"
"1427140089155",2,569,209,112,26,"Fri Apr 03 2015 01:07:34 GMT+0000 (UTC)","normal"
"1427140089155",0,569,209,112,27,"Fri Apr 03 2015 01:07:36 GMT+0000 (UTC)","normal"
"1427140089155",0,569,209,112,28,"Fri Apr 03 2015 01:07:37 GMT+0000 (UTC)","normal"
"1427140089155",4,573,213,112,29,"Fri Apr 03 2015 01:07:44 GMT+0000 (UTC)","normal"
"1427140089155",0,573,213,112,30,"Fri Apr 03 2015 01:07:45 GMT+0000 (UTC)","normal"
"1427140089155",1,574,214,112,31,"Fri Apr 03 2015 01:07:48 GMT+0000 (UTC)","normal"
"1427140089155",0,574,214,112,32,"Fri Apr 03 2015 01:07:49 GMT+0000 (UTC)","normal"
"1427140089155",17,588,231,112,33,"Fri Apr 03 2015 01:08:07 GMT+0000 (UTC)","normal"
"1427140089155",1,589,232,112,34,"Fri Apr 03 2015 01:08:09 GMT+0000 (UTC)","normal"
"1427140089155",7,595,239,112,35,"Fri Apr 03 2015 01:08:18 GMT+0000 (UTC)","normal"
"1427140089155",2,596,241,112,36,"Fri Apr 03 2015 01:08:21 GMT+0000 (UTC)","normal"
"1427140089155",0,596,241,112,37,"Fri Apr 03 2015 01:08:24 GMT+0000 (UTC)","normal"
"1427140089155",0,599,241,112,38,"Fri Apr 03 2015 01:08:29 GMT+0000 (UTC)","normal"
"1425338488133",107,1041,204,171,15,"Fri Apr 03 2015 06:27:33 GMT+0000 (UTC)","normal"
"1425338488133",31,1073,235,171,16,"Fri Apr 03 2015 06:28:08 GMT+0000 (UTC)","normal"
"1425338488133",10,1083,245,171,17,"Fri Apr 03 2015 06:28:19 GMT+0000 (UTC)","normal"
"1428087147228",0,7,0,0,1,"Fri Apr 03 2015 18:52:36 GMT+0000 (UTC)","normal"
"1428087147228",0,8,0,0,2,"Fri Apr 03 2015 18:52:40 GMT+0000 (UTC)","normal"
"1428087147228",1,11,1,1,3,"Fri Apr 03 2015 18:52:45 GMT+0000 (UTC)","normal"
"1428087147228",1,12,2,1,4,"Fri Apr 03 2015 18:52:49 GMT+0000 (UTC)","normal"
"1428087147228",99,118,101,99,5,"Fri Apr 03 2015 18:54:42 GMT+0000 (UTC)","normal"
"1428087147228",6,127,107,99,6,"Fri Apr 03 2015 23:29:53 GMT+0000 (UTC)","normal"
"1428384569405",0,3,0,0,1,"Tue Apr 07 2015 05:32:36 GMT+0000 (UTC)","normal"
"1428384569405",0,5,0,0,2,"Tue Apr 07 2015 05:32:42 GMT+0000 (UTC)","normal"
"1428384569405",0,10,0,0,3,"Tue Apr 07 2015 05:32:50 GMT+0000 (UTC)","normal"
"1428384569405",0,11,0,0,4,"Tue Apr 07 2015 05:32:55 GMT+0000 (UTC)","normal"
"1428384569405",0,12,0,0,5,"Tue Apr 07 2015 05:32:57 GMT+0000 (UTC)","normal"
"1428384569405",1,13,1,1,6,"Tue Apr 07 2015 05:33:00 GMT+0000 (UTC)","normal"
"1428384569405",1,14,2,1,7,"Tue Apr 07 2015 05:33:02 GMT+0000 (UTC)","normal"
"1428384569405",0,15,2,1,8,"Tue Apr 07 2015 05:33:06 GMT+0000 (UTC)","normal"
"1428384569405",1,15,3,1,9,"Tue Apr 07 2015 05:33:07 GMT+0000 (UTC)","normal"
"1428384569405",2,16,5,2,10,"Tue Apr 07 2015 05:33:12 GMT+0000 (UTC)","normal"
"1428384569405",0,16,5,2,11,"Tue Apr 07 2015 05:33:13 GMT+0000 (UTC)","normal"
"1424132020443",44,989,93,159,17,"Tue Apr 07 2015 13:40:59 GMT+0000 (UTC)","blacktheme"
"1424132020443",54,1044,147,159,18,"Tue Apr 07 2015 13:41:55 GMT+0000 (UTC)","blacktheme"
"1424132020443",85,1077,78,159,18,"Tue Apr 07 2015 13:42:30 GMT+0000 (UTC)","blacktheme"
"1427465449338",9,82,65,38,8,"Thu Apr 09 2015 00:19:33 GMT+0000 (UTC)","normal"
"1427465449338",5,88,70,38,9,"Thu Apr 09 2015 00:19:40 GMT+0000 (UTC)","normal"
"1427465449338",31,130,101,38,10,"Thu Apr 09 2015 00:20:23 GMT+0000 (UTC)","normal"
"1427465449338",31,131,1,38,10,"Thu Apr 09 2015 00:20:27 GMT+0000 (UTC)","normal"
"1427465449338",2,136,3,38,11,"Thu Apr 09 2015 00:20:33 GMT+0000 (UTC)","normal"
"1427465449338",29,178,32,38,12,"Thu Apr 09 2015 00:21:17 GMT+0000 (UTC)","normal"
"1427465449338",0,181,32,38,13,"Thu Apr 09 2015 15:58:08 GMT+0000 (UTC)","normal"
"1427465449338",0,183,32,38,14,"Thu Apr 09 2015 15:58:21 GMT+0000 (UTC)","normal"
"1427465449338",2,187,34,38,15,"Thu Apr 09 2015 15:58:26 GMT+0000 (UTC)","normal"
"1427465449338",0,188,34,38,16,"Thu Apr 09 2015 15:58:29 GMT+0000 (UTC)","normal"
"1427465449338",10,202,44,38,17,"Thu Apr 09 2015 15:58:46 GMT+0000 (UTC)","normal"
"1427465449338",30,237,74,38,18,"Thu Apr 09 2015 15:59:25 GMT+0000 (UTC)","normal"
"1427465449338",30,270,104,38,19,"Thu Apr 09 2015 16:00:00 GMT+0000 (UTC)","normal"
"1427465449338",31,306,135,38,20,"Sat Apr 11 2015 00:52:09 GMT+0000 (UTC)","normal"
"1428950157591",0,8,0,0,1,"Mon Apr 13 2015 18:35:42 GMT+0000 (UTC)","normal"
"1428950157591",0,11,0,0,2,"Mon Apr 13 2015 18:35:47 GMT+0000 (UTC)","normal"
"1428950157591",0,14,0,0,3,"Mon Apr 13 2015 18:36:12 GMT+0000 (UTC)","normal"
"1428950157591",78,100,78,78,4,"Mon Apr 13 2015 18:37:41 GMT+0000 (UTC)","normal"
"1427465449338",0,309,135,38,21,"Wed Apr 15 2015 16:42:16 GMT+0000 (UTC)","normal"
"1427465449338",22,335,157,38,22,"Wed Apr 15 2015 16:45:10 GMT+0000 (UTC)","normal"
"1429116951382",0,2,0,0,1,"Wed Apr 15 2015 16:54:20 GMT+0000 (UTC)","normal"
"1429116951382",1,10,1,1,2,"Wed Apr 15 2015 16:54:31 GMT+0000 (UTC)","normal"
"1429116951382",45,68,46,45,3,"Wed Apr 15 2015 16:55:31 GMT+0000 (UTC)","normal"
"1429116951382",0,71,46,45,4,"Wed Apr 15 2015 16:55:35 GMT+0000 (UTC)","normal"
"1425316248364",60,246,236,60,8,"Fri Apr 17 2015 12:50:23 GMT+0000 (UTC)","normal"